13:14:49.981 [background-preinit] INFO  o.h.v.i.util.Version - [<clinit>,21] - HV000001: Hibernate Validator 8.0.1.Final
13:14:50.228 [main] INFO  c.a.n.c.c.i.LocalConfigInfoProcessor - [<clinit>,65] - LOCAL_SNAPSHOT_PATH:C:\Users\gaojunxin\nacos\config
13:14:50.230 [main] INFO  c.a.n.c.r.client - [lambda$createClient$0,118] - [RpcClientFactory] create a new rpc client of 2eee977b-7d60-4a61-808f-5a92dd008d85_config-0
13:14:50.239 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,63] - [2eee977b-7d60-4a61-808f-5a92dd008d85_config-0] Register server push request handler:com.alibaba.nacos.client.config.impl.ClientWorker$ConfigRpcTransportClient$$Lambda/0x0000018038391e98
13:14:50.240 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,63] - [2eee977b-7d60-4a61-808f-5a92dd008d85_config-0] Register server push request handler:com.alibaba.nacos.client.config.impl.ClientWorker$ConfigRpcTransportClient$$Lambda/0x00000180383922b8
13:14:50.240 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,63] - [2eee977b-7d60-4a61-808f-5a92dd008d85_config-0] Registry connection listener to current client:com.alibaba.nacos.client.config.impl.ClientWorker$ConfigRpcTransportClient$1
13:14:50.240 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,63] - [2eee977b-7d60-4a61-808f-5a92dd008d85_config-0] RpcClient init, ServerListFactory = com.alibaba.nacos.client.config.impl.ClientWorker$ConfigRpcTransportClient$2
13:14:50.244 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,63] - [2eee977b-7d60-4a61-808f-5a92dd008d85_config-0] Try to connect to server on start up, server: {serverIp = 'localhost', server main port = 8848}
13:14:50.264 [main] INFO  c.a.n.c.r.c.g.GrpcClient - [createNewManagedChannel,210] - grpc client connection server:localhost ip,serverPort:9848,grpcTslConfig:{"sslProvider":"","enableTls":false,"mutualAuthEnable":false,"trustAll":false}
13:14:50.553 [main] INFO  c.a.n.c.a.AbstractAbilityControlManager - [initAbilityTable,61] - Ready to get current node abilities...
13:14:50.554 [main] INFO  c.a.n.c.a.AbstractAbilityControlManager - [initAbilityTable,89] - Ready to initialize current node abilities, support modes: [SDK_CLIENT]
13:14:50.554 [main] INFO  c.a.n.c.a.AbstractAbilityControlManager - [initAbilityTable,94] - Initialize current abilities finish...
13:14:50.554 [main] INFO  c.a.n.c.a.d.NacosAbilityManagerHolder - [initAbilityControlManager,85] - [AbilityControlManager] Successfully initialize AbilityControlManager
13:14:50.668 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,63] - [2eee977b-7d60-4a61-808f-5a92dd008d85_config-0] Success to connect to server [localhost:8848] on start up, connectionId = 1726982090500_127.0.0.1_63863
13:14:50.668 [com.alibaba.nacos.client.remote.worker.0] INFO  c.a.n.c.r.client - [printIfInfoEnabled,63] - [2eee977b-7d60-4a61-808f-5a92dd008d85_config-0] Notify connected event to listeners.
13:14:50.668 [com.alibaba.nacos.client.remote.worker.0] INFO  c.a.n.c.c.i.ClientWorker - [onConnected,713] - [2eee977b-7d60-4a61-808f-5a92dd008d85_config-0] Connected,notify listen context...
13:14:50.668 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,63] - [2eee977b-7d60-4a61-808f-5a92dd008d85_config-0] Register server push request handler:com.alibaba.nacos.common.remote.client.RpcClient$ConnectResetRequestHandler
13:14:50.669 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,63] - [2eee977b-7d60-4a61-808f-5a92dd008d85_config-0] Register server push request handler:com.alibaba.nacos.common.remote.client.RpcClient$$Lambda/0x000001803852f550
13:14:50.692 [main] INFO  c.a.n.c.c.i.Limiter - [<clinit>,55] - limitTime:5.0
13:14:50.703 [main] INFO  c.a.n.c.c.u.JvmUtil - [init,59] - isMultiInstance:false
13:14:50.725 [main] INFO  c.y.g.XueYiGatewayApplication - [logStartupProfileInfo,660] - The following 1 profile is active: "dev"
13:14:51.881 [main] INFO  o.redisson.Version - [logVersion,43] - Redisson 3.27.2
13:14:51.992 [redisson-netty-3-5] INFO  o.r.c.ConnectionsHolder - [lambda$initConnections$1,130] - 1 connections initialized for localhost/127.0.0.1:6379
13:14:52.001 [redisson-netty-3-4] INFO  o.r.c.ConnectionsHolder - [lambda$initConnections$1,130] - 8 connections initialized for localhost/127.0.0.1:6379
13:14:52.545 [main] INFO  c.a.c.s.g.s.SentinelSCGAutoConfiguration - [sentinelGatewayFilter,143] - [Sentinel SpringCloudGateway] register SentinelGatewayFilter with order: -2147483648
13:14:52.760 [main] INFO  c.a.c.s.g.s.SentinelSCGAutoConfiguration - [sentinelGatewayBlockExceptionHandler,133] - [Sentinel SpringCloudGateway] register SentinelGatewayBlockExceptionHandler
13:14:53.010 [main] INFO  c.a.n.common.labels - [getLabels,48] - DefaultLabelsCollectorManager get labels.....
13:14:53.010 [main] INFO  c.a.n.common.labels - [getLabels,62] - Process LabelsCollector with [name:defaultNacosLabelsCollector]
13:14:53.010 [main] INFO  c.a.n.common.labels - [collectLabels,62] - default nacos collect properties raw labels: null
13:14:53.010 [main] INFO  c.a.n.common.labels - [collectLabels,69] - default nacos collect properties labels: {}
13:14:53.010 [main] INFO  c.a.n.common.labels - [collectLabels,72] - default nacos collect jvm raw labels: null
13:14:53.010 [main] INFO  c.a.n.common.labels - [collectLabels,78] - default nacos collect jvm labels: {}
13:14:53.010 [main] INFO  c.a.n.common.labels - [collectLabels,81] - default nacos collect env raw labels: null
13:14:53.011 [main] INFO  c.a.n.common.labels - [collectLabels,89] - default nacos collect env labels: {}
13:14:53.011 [main] INFO  c.a.n.common.labels - [getLabels,50] - DefaultLabelsCollectorManager get labels finished,labels :{}
13:14:53.011 [main] INFO  c.a.n.p.a.s.c.ClientAuthPluginManager - [init,56] - [ClientAuthPluginManager] Load ClientAuthService com.alibaba.nacos.client.auth.impl.NacosClientAuthServiceImpl success.
13:14:53.011 [main] INFO  c.a.n.p.a.s.c.ClientAuthPluginManager - [init,56] - [ClientAuthPluginManager] Load ClientAuthService com.alibaba.nacos.client.auth.ram.RamClientAuthServiceImpl success.
13:14:53.013 [main] INFO  c.a.n.c.c.i.CacheData - [initNotifyWarnTimeout,72] - config listener notify warn timeout millis use default 60000 millis 
13:14:53.013 [main] INFO  c.a.n.c.c.i.CacheData - [<clinit>,99] - nacos.cache.data.init.snapshot = true 
13:14:53.013 [main] INFO  c.a.n.c.c.i.ClientWorker - [addCacheDataIfAbsent,416] - [fixed-localhost_8848] [subscribe] sentinel-yunque-gateway+DEFAULT_GROUP
13:14:53.018 [main] INFO  c.a.n.c.c.i.CacheData - [addListener,236] - [fixed-localhost_8848] [add-listener] ok, tenant=, dataId=sentinel-yunque-gateway, group=DEFAULT_GROUP, cnt=1
13:14:53.018 [main] INFO  c.a.n.c.r.client - [lambda$createClient$0,118] - [RpcClientFactory] create a new rpc client of 6c28f17e-0c77-4e8e-b671-f90f205380ee_config-0
13:14:53.018 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,63] - [6c28f17e-0c77-4e8e-b671-f90f205380ee_config-0] Register server push request handler:com.alibaba.nacos.client.config.impl.ClientWorker$ConfigRpcTransportClient$$Lambda/0x0000018038391e98
13:14:53.019 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,63] - [6c28f17e-0c77-4e8e-b671-f90f205380ee_config-0] Register server push request handler:com.alibaba.nacos.client.config.impl.ClientWorker$ConfigRpcTransportClient$$Lambda/0x00000180383922b8
13:14:53.019 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,63] - [6c28f17e-0c77-4e8e-b671-f90f205380ee_config-0] Registry connection listener to current client:com.alibaba.nacos.client.config.impl.ClientWorker$ConfigRpcTransportClient$1
13:14:53.019 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,63] - [6c28f17e-0c77-4e8e-b671-f90f205380ee_config-0] RpcClient init, ServerListFactory = com.alibaba.nacos.client.config.impl.ClientWorker$ConfigRpcTransportClient$2
13:14:53.019 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,63] - [6c28f17e-0c77-4e8e-b671-f90f205380ee_config-0] Try to connect to server on start up, server: {serverIp = 'localhost', server main port = 8848}
13:14:53.019 [main] INFO  c.a.n.c.r.c.g.GrpcClient - [createNewManagedChannel,210] - grpc client connection server:localhost ip,serverPort:9848,grpcTslConfig:{"sslProvider":"","enableTls":false,"mutualAuthEnable":false,"trustAll":false}
13:14:53.128 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,63] - [6c28f17e-0c77-4e8e-b671-f90f205380ee_config-0] Success to connect to server [localhost:8848] on start up, connectionId = 1726982093022_127.0.0.1_63875
13:14:53.129 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,63] - [6c28f17e-0c77-4e8e-b671-f90f205380ee_config-0] Register server push request handler:com.alibaba.nacos.common.remote.client.RpcClient$ConnectResetRequestHandler
13:14:53.129 [com.alibaba.nacos.client.remote.worker.0] INFO  c.a.n.c.r.client - [printIfInfoEnabled,63] - [6c28f17e-0c77-4e8e-b671-f90f205380ee_config-0] Notify connected event to listeners.
13:14:53.130 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,63] - [6c28f17e-0c77-4e8e-b671-f90f205380ee_config-0] Register server push request handler:com.alibaba.nacos.common.remote.client.RpcClient$$Lambda/0x000001803852f550
13:14:53.130 [com.alibaba.nacos.client.remote.worker.0] INFO  c.a.n.c.c.i.ClientWorker - [onConnected,713] - [6c28f17e-0c77-4e8e-b671-f90f205380ee_config-0] Connected,notify listen context...
13:14:53.143 [main] INFO  c.a.c.s.d.c.SentinelConverter - [convert,79] - converter can not convert rules because source is empty
13:14:53.205 [main] INFO  c.a.n.client.naming - [initNamespaceForNaming,62] - initializer namespace from ans.namespace attribute : null
13:14:53.205 [main] INFO  c.a.n.client.naming - [lambda$initNamespaceForNaming$0,66] - initializer namespace from ALIBABA_ALIWARE_NAMESPACE attribute :null
13:14:53.205 [main] INFO  c.a.n.client.naming - [lambda$initNamespaceForNaming$1,73] - initializer namespace from namespace attribute :null
13:14:53.208 [main] INFO  c.a.n.client.naming - [<init>,74] - FailoverDataSource type is class com.alibaba.nacos.client.naming.backups.datasource.DiskFailoverDataSource
13:14:53.210 [main] INFO  c.a.n.p.a.s.c.ClientAuthPluginManager - [init,56] - [ClientAuthPluginManager] Load ClientAuthService com.alibaba.nacos.client.auth.impl.NacosClientAuthServiceImpl success.
13:14:53.210 [main] INFO  c.a.n.p.a.s.c.ClientAuthPluginManager - [init,56] - [ClientAuthPluginManager] Load ClientAuthService com.alibaba.nacos.client.auth.ram.RamClientAuthServiceImpl success.
13:14:53.212 [main] INFO  c.a.n.c.r.client - [lambda$createClient$0,118] - [RpcClientFactory] create a new rpc client of 04367d4e-e1e1-4a1c-b658-dce6caafeebb
13:14:53.213 [main] INFO  c.a.n.client.naming - [<init>,109] - Create naming rpc client for uuid->04367d4e-e1e1-4a1c-b658-dce6caafeebb
13:14:53.213 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,63] - [04367d4e-e1e1-4a1c-b658-dce6caafeebb] RpcClient init, ServerListFactory = com.alibaba.nacos.client.naming.core.ServerListManager
13:14:53.213 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,63] - [04367d4e-e1e1-4a1c-b658-dce6caafeebb] Registry connection listener to current client:com.alibaba.nacos.client.naming.remote.gprc.redo.NamingGrpcRedoService
13:14:53.213 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,63] - [04367d4e-e1e1-4a1c-b658-dce6caafeebb] Register server push request handler:com.alibaba.nacos.client.naming.remote.gprc.NamingPushRequestHandler
13:14:53.214 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,63] - [04367d4e-e1e1-4a1c-b658-dce6caafeebb] Try to connect to server on start up, server: {serverIp = 'localhost', server main port = 8848}
13:14:53.214 [main] INFO  c.a.n.c.r.c.g.GrpcClient - [createNewManagedChannel,210] - grpc client connection server:localhost ip,serverPort:9848,grpcTslConfig:{"sslProvider":"","enableTls":false,"mutualAuthEnable":false,"trustAll":false}
13:14:53.325 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,63] - [04367d4e-e1e1-4a1c-b658-dce6caafeebb] Success to connect to server [localhost:8848] on start up, connectionId = 1726982093218_127.0.0.1_63876
13:14:53.325 [com.alibaba.nacos.client.remote.worker.0] INFO  c.a.n.c.r.client - [printIfInfoEnabled,63] - [04367d4e-e1e1-4a1c-b658-dce6caafeebb] Notify connected event to listeners.
13:14:53.325 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,63] - [04367d4e-e1e1-4a1c-b658-dce6caafeebb] Register server push request handler:com.alibaba.nacos.common.remote.client.RpcClient$ConnectResetRequestHandler
13:14:53.325 [com.alibaba.nacos.client.remote.worker.0] INFO  c.a.n.client.naming - [onConnected,90] - Grpc connection connect
13:14:53.325 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,63] - [04367d4e-e1e1-4a1c-b658-dce6caafeebb] Register server push request handler:com.alibaba.nacos.common.remote.client.RpcClient$$Lambda/0x000001803852f550
13:14:53.326 [main] INFO  c.a.n.client.naming - [registerService,133] - [REGISTER-SERVICE] public registering service yunque-gateway with instance Instance{instanceId='null', ip='192.168.52.1', port=8080, weight=1.0, healthy=true, enabled=true, ephemeral=true, clusterName='DEFAULT', serviceName='null', metadata={IPv6=[240e:35e:923:8a00:f8b7:31f8:3c00:b71a], preserved.register.source=SPRING_CLOUD}}
13:14:53.334 [main] INFO  c.a.c.n.r.NacosServiceRegistry - [register,76] - nacos registry, DEFAULT_GROUP yunque-gateway 192.168.52.1:8080 register finished
13:14:53.358 [main] INFO  c.y.g.XueYiGatewayApplication - [logStarted,56] - Started XueYiGatewayApplication in 3.668 seconds (process running for 4.258)
13:14:53.360 [main] INFO  c.a.n.c.c.i.ClientWorker - [addCacheDataIfAbsent,416] - [fixed-localhost_8848] [subscribe] yunque-gateway+DEFAULT_GROUP
13:14:53.360 [main] INFO  c.a.n.c.c.i.CacheData - [addListener,236] - [fixed-localhost_8848] [add-listener] ok, tenant=, dataId=yunque-gateway, group=DEFAULT_GROUP, cnt=1
13:14:53.360 [main] INFO  c.a.c.n.r.NacosContextRefresher - [registerNacosListener,131] - [Nacos Config] Listening config: dataId=yunque-gateway, group=DEFAULT_GROUP
13:14:53.360 [main] INFO  c.a.n.c.c.i.ClientWorker - [addCacheDataIfAbsent,416] - [fixed-localhost_8848] [subscribe] yunque-gateway-dev.yml+DEFAULT_GROUP
13:14:53.360 [main] INFO  c.a.n.c.c.i.CacheData - [addListener,236] - [fixed-localhost_8848] [add-listener] ok, tenant=, dataId=yunque-gateway-dev.yml, group=DEFAULT_GROUP, cnt=1
13:14:53.360 [main] INFO  c.a.c.n.r.NacosContextRefresher - [registerNacosListener,131] - [Nacos Config] Listening config: dataId=yunque-gateway-dev.yml, group=DEFAULT_GROUP
13:14:53.360 [main] INFO  c.a.n.c.c.i.ClientWorker - [addCacheDataIfAbsent,416] - [fixed-localhost_8848] [subscribe] yunque-gateway.yml+DEFAULT_GROUP
13:14:53.360 [main] INFO  c.a.n.c.c.i.CacheData - [addListener,236] - [fixed-localhost_8848] [add-listener] ok, tenant=, dataId=yunque-gateway.yml, group=DEFAULT_GROUP, cnt=1
13:14:53.360 [main] INFO  c.a.c.n.r.NacosContextRefresher - [registerNacosListener,131] - [Nacos Config] Listening config: dataId=yunque-gateway.yml, group=DEFAULT_GROUP
13:14:53.857 [RMI TCP Connection(3)-192.168.1.172] INFO  c.a.c.s.d.c.SentinelConverter - [convert,79] - converter can not convert rules because source is empty
13:15:42.460 [SpringApplicationShutdownHook] INFO  c.a.c.n.r.NacosServiceRegistry - [deregister,95] - De-registering from Nacos Server now...
13:15:42.461 [SpringApplicationShutdownHook] INFO  c.a.n.client.naming - [deregisterService,272] - [DEREGISTER-SERVICE] public deregistering service yunque-gateway with instance: Instance{instanceId='null', ip='192.168.52.1', port=8080, weight=1.0, healthy=true, enabled=true, ephemeral=true, clusterName='DEFAULT', serviceName='null', metadata={}}
13:15:42.464 [SpringApplicationShutdownHook] INFO  c.a.c.n.r.NacosServiceRegistry - [deregister,115] - De-registration finished.
13:15:42.465 [SpringApplicationShutdownHook] INFO  c.a.n.client.naming - [shutdown,254] - com.alibaba.nacos.client.naming.cache.ServiceInfoHolder do shutdown begin
13:15:42.465 [SpringApplicationShutdownHook] INFO  c.a.n.client.naming - [shutdown,180] - com.alibaba.nacos.client.naming.backups.FailoverReactor do shutdown begin
13:15:42.465 [SpringApplicationShutdownHook] INFO  c.a.n.client.naming - [shutdown,182] - com.alibaba.nacos.client.naming.backups.FailoverReactor do shutdown stop
13:15:42.465 [SpringApplicationShutdownHook] INFO  c.a.n.client.naming - [shutdown,256] - com.alibaba.nacos.client.naming.cache.ServiceInfoHolder do shutdown stop
13:15:42.465 [SpringApplicationShutdownHook] INFO  c.a.n.client.naming - [shutdown,204] - com.alibaba.nacos.client.naming.remote.NamingClientProxyDelegate do shutdown begin
13:15:42.465 [SpringApplicationShutdownHook] INFO  c.a.n.client.naming - [shutdown,147] - com.alibaba.nacos.client.naming.core.ServiceInfoUpdateService do shutdown begin
13:15:42.465 [SpringApplicationShutdownHook] INFO  c.a.n.client.naming - [shutdown,149] - com.alibaba.nacos.client.naming.core.ServiceInfoUpdateService do shutdown stop
13:15:42.465 [SpringApplicationShutdownHook] INFO  c.a.n.client.naming - [shutdown,218] - com.alibaba.nacos.client.naming.core.ServerListManager do shutdown begin
13:15:42.465 [SpringApplicationShutdownHook] INFO  c.a.n.client.naming - [shutdown,223] - com.alibaba.nacos.client.naming.core.ServerListManager do shutdown stop
13:15:42.465 [SpringApplicationShutdownHook] INFO  c.a.n.client.naming - [shutdown,468] - com.alibaba.nacos.client.naming.remote.http.NamingHttpClientProxy do shutdown begin
13:15:42.465 [SpringApplicationShutdownHook] INFO  c.a.n.client.naming - [shutdown,470] - com.alibaba.nacos.client.naming.remote.http.NamingHttpClientProxy do shutdown stop
13:15:42.465 [SpringApplicationShutdownHook] INFO  c.a.n.client.naming - [shutdown,487] - Shutdown naming grpc client proxy for  uuid->04367d4e-e1e1-4a1c-b658-dce6caafeebb
13:15:42.465 [SpringApplicationShutdownHook] INFO  c.a.n.client.naming - [shutdown,331] - Shutdown grpc redo service executor java.util.concurrent.ScheduledThreadPoolExecutor@708378cc[Running, pool size = 1, active threads = 0, queued tasks = 1, completed tasks = 16]
13:15:42.466 [SpringApplicationShutdownHook] INFO  c.a.n.c.r.client - [shutdown,425] - Shutdown rpc client, set status to shutdown
13:15:42.466 [SpringApplicationShutdownHook] INFO  c.a.n.c.r.client - [shutdown,427] - Shutdown client event executor java.util.concurrent.ScheduledThreadPoolExecutor@3bb59485[Running, pool size = 2, active threads = 2, queued tasks = 0, completed tasks = 0]
13:15:42.466 [SpringApplicationShutdownHook] INFO  c.a.n.c.r.client - [closeConnection,584] - Close current connection 1726982093218_127.0.0.1_63876
13:15:42.467 [nacos-grpc-client-executor-localhost-25] INFO  c.a.n.c.r.c.g.GrpcClient - [printIfInfoEnabled,63] - [1726982093218_127.0.0.1_63876]Ignore complete event,isRunning:false,isAbandon=false
13:15:42.468 [SpringApplicationShutdownHook] INFO  c.a.n.c.r.c.g.GrpcClient - [shutdown,187] - Shutdown grpc executor java.util.concurrent.ThreadPoolExecutor@30130a31[Running, pool size = 7, active threads = 0, queued tasks = 0, completed tasks = 26]
13:15:42.469 [SpringApplicationShutdownHook] INFO  c.a.n.client.naming - [shutDownAndRemove,497] - shutdown and remove naming rpc client  for uuid ->04367d4e-e1e1-4a1c-b658-dce6caafeebb
13:15:42.469 [SpringApplicationShutdownHook] INFO  c.a.n.c.a.r.i.CredentialWatcher - [stop,107] - [null] CredentialWatcher is stopped
13:15:42.469 [SpringApplicationShutdownHook] INFO  c.a.n.c.a.r.i.CredentialService - [free,91] - [null] CredentialService is freed
13:15:42.469 [SpringApplicationShutdownHook] INFO  c.a.n.client.naming - [shutdown,211] - com.alibaba.nacos.client.naming.remote.NamingClientProxyDelegate do shutdown stop
